image_name,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,pixel_64,pixel_65,pixel_66,pixel_67,pixel_68,pixel_69,pixel_70,pixel_71,pixel_72,pixel_73,pixel_74,pixel_75,pixel_76,pixel_77,pixel_78,pixel_79,pixel_80,pixel_81,pixel_82,pixel_83,pixel_84,pixel_85,pixel_86,pixel_87,pixel_88,pixel_89,pixel_90,pixel_91,pixel_92,pixel_93,pixel_94,pixel_95,pixel_96,pixel_97,pixel_98,pixel_99,pixel_100,pixel_101,pixel_102,pixel_103,pixel_104,pixel_105,pixel_106,pixel_107,pixel_108,pixel_109,pixel_110,pixel_111,pixel_112,pixel_113,pixel_114,pixel_115,pixel_116,pixel_117,pixel_118,pixel_119,pixel_120,pixel_121,pixel_122,pixel_123,pixel_124,pixel_125,pixel_126,pixel_127
001060.jpg,7.6922436,111.85142,105.82003,0.0,202.82599,0.0,192.60583,163.85306,143.54065,0.0,146.48312,285.21606,0.0,282.51245,307.1881,201.17989,167.46062,86.305374,0.0,0.0,0.0,0.0,0.0,253.6065,0.0,43.00698,124.07092,0.0,0.0,83.270836,0.0,114.17419,62.40474,0.0,208.18999,161.11732,92.86678,0.0,100.320404,158.97043,59.65064,0.0,163.59941,96.5662,0.0,117.679085,63.960682,148.38118,99.1363,0.0,114.32897,164.18317,0.0,0.0,137.63124,189.31926,0.0,0.0,117.64462,236.65582,260.7095,73.92081,0.0,0.0,131.30879,130.28223,190.08241,186.5719,141.09586,0.0,0.0,91.74975,159.56802,118.26696,0.0,139.0723,216.9758,0.0,225.56714,331.69788,140.93811,0.0,0.0,184.64568,189.24466,133.53845,0.0,0.0,0.0,0.0,204.54813,106.876114,176.16428,206.213,196.92091,0.0,302.3942,0.0,0.0,0.0,0.0,0.0,267.3497,85.25474,235.1714,268.72964,77.478966,120.93984,174.99017,133.20383,196.38596,0.0,83.802986,0.0,178.2281,171.26907,141.35129,0.0,230.41228,0.0,325.60922,0.0,0.0,272.8776,0.0,196.41139,140.79428,277.1299
001078.jpg,220.65541,70.05818,24.509398,0.0,204.37964,0.0,214.43307,125.68485,260.41193,0.0,93.438835,530.4867,0.0,70.73727,128.21892,222.63861,184.84668,223.01018,0.0,0.0,0.0,0.0,0.0,140.06984,0.0,106.993675,47.447044,0.0,0.0,205.33247,0.0,188.3528,28.131632,0.0,249.36868,249.14476,162.05418,0.0,175.7807,341.60696,128.65361,0.0,182.69644,173.67763,0.0,163.73593,161.78638,96.2849,163.9069,0.0,207.85915,249.07465,0.0,0.0,160.91614,120.39576,0.0,206.76059,235.6951,85.35044,237.58156,174.66388,0.0,0.0,337.78647,71.85302,193.78065,182.98227,121.33376,0.0,0.0,191.85667,122.91153,113.638565,0.0,166.45216,97.70805,0.0,231.05469,324.81024,170.07285,0.0,0.0,213.63705,193.15594,209.34306,0.0,0.0,0.0,0.0,151.30374,36.83484,243.9283,157.19952,174.05132,0.0,121.0635,0.0,0.0,0.0,0.0,0.0,156.19724,162.2,200.89728,84.89776,107.08602,220.2922,188.64586,262.02713,154.53497,0.0,160.36963,0.0,159.50928,144.66869,215.3479,0.0,172.57324,0.0,127.09767,0.0,0.0,237.4268,0.0,215.59726,133.75597,228.63806
001176.jpg,54.779182,244.41385,123.84989,0.0,126.21032,0.0,123.45105,170.6634,174.43161,0.0,197.8648,504.0391,0.0,150.9849,125.47538,165.01505,182.66725,65.7822,0.0,0.0,0.0,0.0,0.0,155.4556,0.0,129.57362,142.98444,0.0,0.0,220.30505,0.0,232.27026,104.882164,0.0,160.86862,265.4591,176.95613,0.0,213.50362,315.58234,163.07632,0.0,95.06643,99.27635,0.0,292.8951,235.50774,134.92093,104.99545,0.0,174.9967,342.4324,0.0,0.0,27.742252,242.349,0.0,72.77204,267.36014,66.535126,216.15059,69.56418,0.0,0.0,507.56866,174.58443,395.59402,169.52797,111.07934,0.0,0.0,123.35929,82.06792,166.96162,0.0,135.82135,212.05391,0.0,234.6126,320.41312,201.17812,0.0,0.0,30.66034,214.19115,192.8461,0.0,0.0,0.0,0.0,137.66164,105.19204,254.14058,315.37033,92.7994,0.0,275.588,0.0,0.0,0.0,0.0,0.0,41.355713,172.53824,136.1498,144.9862,109.172745,99.646355,73.345085,182.99234,268.0915,0.0,117.60126,0.0,132.10365,164.82176,240.71832,0.0,29.230392,0.0,210.49634,0.0,0.0,90.899124,0.0,103.155106,251.48434,182.06235
001192.jpg,129.82617,0.0,165.06374,0.0,163.31213,0.0,264.3198,144.24123,134.14822,0.0,215.4408,359.09097,0.0,285.54343,243.51868,172.34412,123.24887,100.80974,0.0,0.0,0.0,0.0,0.0,198.52902,0.0,199.0046,177.7528,0.0,0.0,93.996,0.0,105.37804,123.131615,0.0,146.62843,246.34514,119.15526,0.0,129.88356,160.97736,236.50133,0.0,239.99026,296.53705,0.0,186.38927,266.6354,42.875412,242.45714,0.0,90.6543,171.58783,0.0,0.0,260.89725,91.22078,0.0,402.31418,234.75183,136.23352,246.32085,177.79912,0.0,0.0,133.06941,63.363945,245.64311,16.304457,104.13054,0.0,0.0,78.96933,229.7374,291.76236,0.0,178.25471,327.72488,0.0,193.47618,166.9615,127.87387,0.0,0.0,151.03937,259.69983,209.89366,0.0,0.0,0.0,0.0,271.2497,24.36796,196.64778,292.86594,217.26862,0.0,171.87283,0.0,0.0,0.0,0.0,0.0,290.33698,174.93704,108.72543,205.98708,207.8417,128.6913,142.01294,102.70251,174.88573,0.0,117.72039,0.0,90.27809,160.3528,374.9236,0.0,175.63562,0.0,166.07275,0.0,0.0,125.24953,0.0,176.85402,130.50949,118.599266
001269.jpg,175.87404,138.62047,104.50276,0.0,241.0827,0.0,196.57605,163.18053,30.207308,0.0,176.52571,264.31842,0.0,135.99405,199.97386,136.02103,156.01161,143.62317,0.0,0.0,0.0,0.0,0.0,231.3532,0.0,120.70802,124.26678,0.0,0.0,115.89943,0.0,125.20263,174.28577,0.0,129.86958,259.01227,139.51433,0.0,187.74562,245.52957,100.023445,0.0,112.57076,233.26788,0.0,100.34255,129.737,193.27995,175.90227,0.0,129.6638,76.75814,0.0,0.0,192.06529,117.77011,0.0,110.086,181.47314,212.8437,81.68334,178.41423,0.0,0.0,260.49796,158.62749,334.1025,80.16455,194.39717,0.0,0.0,180.7895,64.962166,162.41496,0.0,145.57289,106.74604,0.0,74.619156,333.62878,105.93191,0.0,0.0,148.6368,234.98425,142.59012,0.0,0.0,0.0,0.0,175.297,175.35075,246.3867,381.7328,155.6747,0.0,265.73892,0.0,0.0,0.0,0.0,0.0,181.32912,203.25302,177.15161,208.22136,241.9518,106.3002,192.86328,187.49858,162.684,0.0,186.00934,0.0,143.99077,126.896324,285.3355,0.0,95.14444,0.0,188.87506,0.0,0.0,142.15726,0.0,246.31636,73.02256,212.94698
001352.jpg,140.9814,118.75337,184.19426,0.0,245.00931,0.0,192.74506,49.691772,123.70129,0.0,139.55615,279.37253,0.0,194.67262,149.80656,187.5972,175.38086,53.25912,0.0,0.0,0.0,0.0,0.0,39.744614,0.0,128.27419,143.23022,0.0,0.0,58.50502,0.0,152.55022,136.54343,0.0,182.8991,181.10907,229.41344,0.0,112.55283,235.39337,84.52193,0.0,234.67122,80.938416,0.0,173.88773,146.38014,180.45561,97.46987,0.0,129.01878,297.9664,0.0,0.0,190.6689,144.765,0.0,269.55908,222.17087,245.33774,149.92397,236.4837,0.0,0.0,212.37108,117.62807,202.79744,255.67932,39.149834,0.0,0.0,222.71558,102.64368,210.73657,0.0,112.53517,160.51736,0.0,47.39004,316.31015,115.49225,0.0,0.0,158.20212,220.50961,54.975773,0.0,0.0,0.0,0.0,230.83434,202.25414,192.88368,234.9476,169.73325,0.0,258.71387,0.0,0.0,0.0,0.0,0.0,281.96808,151.81052,118.52099,248.22493,261.0849,231.51543,208.52702,85.134155,330.70212,0.0,104.283806,0.0,205.8367,136.0958,221.78906,0.0,164.84985,0.0,143.51227,0.0,0.0,163.14935,0.0,134.71384,19.97857,84.959854
001513.jpg,167.8653,128.12474,81.283646,0.0,224.69559,0.0,92.87157,158.84111,115.92748,0.0,161.13434,363.59216,0.0,98.72198,168.87932,130.143,106.0573,190.83043,0.0,0.0,0.0,0.0,0.0,164.39836,0.0,164.48663,149.62167,0.0,0.0,180.06203,0.0,78.59596,103.036354,0.0,193.91914,262.7398,80.18212,0.0,131.52046,384.91806,111.803314,0.0,91.52821,173.30553,0.0,62.94174,101.7115,383.6779,149.1899,0.0,131.37558,98.82385,0.0,0.0,147.89648,142.1427,0.0,60.178024,176.42548,198.0907,164.86485,92.43092,0.0,0.0,223.31818,138.58644,183.37695,86.04995,162.8943,0.0,0.0,133.68903,274.92166,209.82158,0.0,151.75613,157.22765,0.0,122.344284,290.59732,108.84706,0.0,0.0,61.442387,227.57385,204.60355,0.0,0.0,0.0,0.0,179.90619,109.694115,312.89322,267.32382,90.90862,0.0,156.2797,0.0,0.0,0.0,0.0,0.0,130.13123,186.41283,60.59185,305.5697,155.1886,111.79954,183.72758,51.313225,130.61562,0.0,183.1245,0.0,184.29152,179.21198,288.165,0.0,185.64992,0.0,230.26283,0.0,0.0,59.14242,0.0,186.77812,120.97369,164.11668
001592.jpg,203.19322,193.1724,265.86542,0.0,82.40293,0.0,201.35718,222.86162,5.3811255,0.0,280.49976,418.91467,0.0,55.236,212.01315,286.5568,176.54669,186.70241,0.0,0.0,0.0,0.0,0.0,105.18832,0.0,171.81232,207.54745,0.0,0.0,112.19607,0.0,103.047455,215.65817,0.0,206.44926,54.196136,146.033,0.0,109.11582,245.68654,192.6271,0.0,209.15466,186.68019,0.0,276.9386,282.02258,300.70712,82.33267,0.0,150.96771,47.160606,0.0,0.0,245.80884,237.98956,0.0,101.29032,299.7835,174.74893,172.92654,147.37419,0.0,0.0,353.25214,104.40516,451.34686,180.72963,98.074814,0.0,0.0,80.16118,147.74687,159.41302,0.0,158.22925,139.2325,0.0,97.45606,314.35455,232.02077,0.0,0.0,25.03363,131.99257,320.29776,0.0,0.0,0.0,0.0,195.37625,138.36774,215.64354,263.63998,111.31513,0.0,86.110504,0.0,0.0,0.0,0.0,0.0,221.85092,212.44096,66.08301,249.92657,213.79079,175.20273,199.41214,183.83969,211.73633,0.0,172.58601,0.0,150.44525,173.11981,269.35712,0.0,96.29731,0.0,173.1266,0.0,0.0,235.31886,0.0,236.2577,117.14009,291.46326
001607.jpg,64.60135,186.31856,207.6067,0.0,224.48344,0.0,50.31411,123.609245,130.02892,0.0,119.63532,338.3235,0.0,283.00095,339.71698,166.86015,77.59551,91.186935,0.0,0.0,0.0,0.0,0.0,161.08926,0.0,128.92421,136.1652,0.0,0.0,148.90904,0.0,133.0948,132.39276,0.0,170.22719,323.46304,116.149635,0.0,97.02428,99.40534,144.4141,0.0,193.96718,139.34572,0.0,156.88121,88.188576,112.33494,144.67836,0.0,165.49033,414.03625,0.0,0.0,138.34961,190.07791,0.0,321.963,119.26686,88.76654,203.79782,159.43512,0.0,0.0,140.7342,149.3039,150.40271,98.807106,150.70197,0.0,0.0,117.06598,129.10909,214.73418,0.0,165.66763,321.60687,0.0,162.00177,138.34691,138.0515,0.0,0.0,121.62593,256.45355,134.03632,0.0,0.0,0.0,0.0,186.21199,46.778595,108.67926,205.5802,134.00992,0.0,116.63388,0.0,0.0,0.0,0.0,0.0,211.14404,98.21812,195.36755,99.94138,20.773064,131.04028,90.55286,208.2956,273.16006,0.0,132.07379,0.0,115.79805,200.87897,277.90143,0.0,126.711365,0.0,284.804,0.0,0.0,143.70435,0.0,166.87491,156.15144,191.70642
001616.jpg,115.99914,178.4505,273.17258,0.0,231.45515,0.0,129.95952,247.65663,124.50676,0.0,126.17676,318.17667,0.0,206.06134,315.69525,127.526955,140.82835,0.0,0.0,0.0,0.0,0.0,0.0,91.737686,0.0,147.388,219.71297,0.0,0.0,166.67558,0.0,167.6004,237.24269,0.0,102.879196,144.94203,155.55916,0.0,188.84631,157.82736,297.42383,0.0,221.56508,111.762436,0.0,263.14563,239.70894,100.88452,111.33606,0.0,191.19083,325.57797,0.0,0.0,99.084274,119.107124,0.0,205.13274,216.7208,228.43488,97.77219,202.47168,0.0,0.0,381.2146,93.31574,221.96693,437.28076,0.0,0.0,0.0,152.34541,179.38055,190.74101,0.0,167.87209,263.3013,0.0,154.30325,221.31267,181.17155,0.0,0.0,156.95493,252.30515,326.367,0.0,0.0,0.0,0.0,321.04962,233.66736,74.37797,150.37195,0.0,0.0,199.2001,0.0,0.0,0.0,0.0,0.0,339.59387,68.75314,159.81598,124.69513,61.278286,77.73929,155.53795,129.15327,204.24162,0.0,27.070038,0.0,69.843285,90.710365,132.69487,0.0,223.0726,0.0,183.12758,0.0,0.0,199.95222,0.0,195.75264,109.28585,326.09113
