image_name,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63
001060.jpg,0.0,94.43762,25.416508,125.84239,59.58068,9.10211,39.216583,0.0,60.166473,49.38539,96.438576,41.087708,29.007345,31.045053,34.58391,41.69212,33.053146,63.120422,38.90087,49.329086,6.4272337,98.66703,11.569443,67.229515,24.353819,72.51423,16.634321,40.054394,32.997677,29.375174,0.0,0.0,0.0,54.43561,46.617958,59.328716,0.0,45.151447,74.20586,27.486195,0.0,29.387516,38.87796,57.440006,50.871998,70.49993,0.0,33.439747,0.0,44.896957,49.88739,63.34112,56.229046,93.17396,47.41299,53.073242,48.6298,20.01217,35.674133,46.753883,10.525631,37.547276,35.703426,18.971163
001078.jpg,0.0,61.874706,29.048365,66.187096,60.67814,56.652588,35.676903,0.0,47.697327,54.483135,81.30947,96.17128,17.448977,10.266144,50.766674,1.9679935,53.889626,50.44353,80.55418,48.10781,23.687466,38.24616,20.813488,13.511853,24.487139,55.70897,92.959595,67.17664,88.84397,38.84157,0.0,0.0,60.267986,69.31643,61.414383,72.650696,0.0,24.203508,51.637398,44.106438,0.0,40.062504,85.31037,90.72445,17.439072,31.940434,0.0,44.343964,0.0,32.945877,44.99525,45.81002,58.847107,38.38594,11.882438,39.520344,23.265598,36.05838,35.72324,11.700769,47.257343,18.774826,19.251116,42.63953
001176.jpg,0.0,40.99476,30.610622,59.911728,85.16685,0.0,20.48973,0.0,28.606836,99.47714,70.41431,53.560925,54.41239,29.79513,24.2771,65.524345,19.720398,83.74437,36.326714,81.29697,3.6448998,48.87809,81.35247,66.638596,11.287928,56.584015,159.82101,76.95746,125.87489,67.94611,0.0,0.0,86.41159,116.840004,80.280464,61.274197,0.0,44.058624,39.37508,77.7554,0.0,84.74779,60.607544,52.920017,5.4901276,72.155624,0.0,20.20938,0.0,85.9979,7.1220083,48.884983,115.76299,54.45597,25.116186,40.683533,62.73706,76.31927,54.219845,56.426197,48.775326,9.598158,70.41063,22.462868
001192.jpg,0.0,54.32358,57.820454,99.41744,125.37741,71.9487,87.05897,0.0,98.92193,13.829897,36.880135,84.833305,24.760807,32.726006,29.874352,54.99763,46.460686,89.93313,72.38386,29.903418,22.703583,48.643887,123.72351,18.30931,25.91611,32.777122,16.185654,106.400856,68.502464,66.77639,0.0,0.0,11.343045,36.955547,36.405766,84.15928,0.0,10.534603,4.383504,52.062027,0.0,22.325874,67.39823,44.762012,36.08312,76.625084,0.0,10.819179,0.0,21.90536,36.286827,22.234102,87.95629,31.981049,52.67486,36.76778,3.4610198,2.271172,23.472853,91.198044,27.005991,19.49627,4.0180345,19.86891
001269.jpg,0.0,36.715473,36.736546,69.508965,109.39079,31.280876,36.35548,0.0,46.073704,45.788235,53.11393,75.810135,27.728085,36.174335,23.294342,39.634968,81.088745,34.59762,17.474174,31.986261,20.197273,46.030525,68.33458,47.1423,50.03207,32.6387,30.777075,49.923073,76.702675,25.539911,0.0,0.0,22.829855,50.053017,21.321438,28.581408,0.0,34.531673,20.454014,67.20649,0.0,67.14976,26.024647,27.187717,39.84972,66.44436,0.0,40.41306,0.0,25.337431,25.275652,46.207176,9.415875,85.805435,84.467545,66.49287,32.75702,46.317364,39.39371,31.901943,48.99488,31.423695,32.610626,26.829489
001352.jpg,0.0,56.1127,44.6934,60.16525,45.385635,56.227753,41.739143,0.0,16.51884,20.22678,34.457203,44.080925,4.4915047,77.410446,31.980854,65.708534,61.088802,29.004993,41.333126,35.479404,0.0,80.6772,40.643764,0.0,27.681555,21.301195,13.504353,24.190048,61.57504,51.6922,0.0,0.0,37.54458,67.00253,64.76089,70.88272,0.0,49.663067,26.772,35.55461,0.0,44.129234,23.543423,63.365055,22.57525,66.76499,0.0,27.250458,0.0,30.49804,21.130243,42.72759,37.59505,14.270856,76.06123,44.704773,11.49256,14.059081,25.310122,48.88674,54.226715,51.61618,37.40736,60.509983
001513.jpg,0.0,81.56439,41.50069,60.37187,133.65657,93.85857,25.481941,0.0,66.58025,45.87644,108.692696,47.520565,40.455307,40.44965,21.784184,44.72683,75.877335,58.85306,37.300243,71.514145,29.699821,33.109814,39.64159,79.75164,46.99932,51.2064,53.305927,78.04465,117.99252,24.332289,0.0,0.0,55.165596,33.542187,34.199726,63.849823,0.0,23.602427,74.266495,61.912354,0.0,20.667625,39.31616,40.04449,37.6156,79.81987,0.0,18.94434,0.0,93.68793,38.463223,77.80812,7.5111694,74.12099,39.19733,24.009727,35.99604,39.995354,37.38736,48.160755,52.438824,42.886524,31.070072,35.55233
001592.jpg,0.0,17.341928,21.68178,46.258728,75.45409,46.481434,73.21245,0.0,36.816772,42.34259,87.65491,14.753329,47.895,70.44639,58.687775,49.36489,96.63164,128.99066,33.626522,9.135329,13.893122,0.0,92.08242,65.11385,62.2678,24.751125,41.72163,77.359856,62.890316,35.164726,0.0,0.0,52.04526,130.44528,39.3137,50.1023,0.0,27.237963,24.067598,66.33805,0.0,45.668945,27.859951,34.53439,27.212852,40.04761,0.0,59.26944,0.0,38.535797,38.009033,45.961716,66.558876,82.7931,30.138092,56.34894,46.543953,40.16086,43.579082,29.662344,70.74898,46.019394,60.559727,38.2416
001607.jpg,0.0,56.418903,17.711037,116.76827,108.48694,62.273094,74.934074,0.0,68.22657,47.473583,69.76808,55.526966,27.084324,47.349823,45.961548,55.03399,13.564321,83.62679,97.57395,33.081596,17.836603,123.337906,58.89638,40.531944,19.324472,85.994896,78.02266,100.87593,23.469961,79.70569,0.0,0.0,33.74705,28.69539,54.642384,93.88107,0.0,32.55354,23.953854,25.52555,0.0,44.030956,54.137337,53.477818,18.648293,110.79725,0.0,35.329487,0.0,46.387997,35.133514,43.73309,107.618095,0.0,47.903748,35.814224,37.912544,64.8519,41.66632,83.89327,16.593775,32.345284,39.461254,5.679946
001616.jpg,0.0,36.36839,28.679289,75.10499,31.523634,0.0,130.346,0.0,43.86985,1.3941278,48.92197,45.67966,8.1551485,37.893135,80.705574,81.60311,37.87707,108.83064,58.36622,48.13462,0.0,59.155624,21.333916,19.888163,38.822712,75.67229,47.000553,99.01406,23.329275,74.71343,0.0,0.0,56.75573,67.50893,71.55868,57.26784,0.0,77.10605,14.670921,64.3635,0.0,65.81235,18.070944,62.71483,54.670185,67.21336,0.0,33.894154,0.0,65.410965,95.59563,51.683453,91.573555,19.169561,3.2869105,51.75666,40.60179,96.461296,21.287434,68.646866,34.84049,39.512897,40.681843,67.61417
001650.jpg,0.0,37.146877,31.984278,104.89716,49.634186,26.946182,101.26466,0.0,48.006836,66.955376,31.963081,30.06629,44.084057,31.992289,54.04437,64.1443,5.520238,82.91779,21.410528,46.857723,20.783276,56.434753,78.11629,85.71428,35.86238,40.998184,132.06406,78.85766,59.949543,51.68656,0.0,0.0,63.280487,49.732235,35.32714,38.380325,0.0,28.821169,22.583452,53.030643,0.0,56.932415,52.264355,19.342382,0.0,41.929234,0.0,18.16488,0.0,60.67441,22.126242,11.693402,69.01834,12.732795,67.694595,35.713036,36.960304,42.619488,19.21467,52.642967,42.556232,36.972996,57.288414,25.085697
001831.jpg,0.0,36.009537,24.220488,122.84391,40.06418,30.673874,119.77155,0.0,14.958482,62.44587,9.6613455,96.289635,60.289375,40.3968,59.167084,86.56534,71.182014,58.49585,62.099728,26.37238,0.0,114.915825,85.46051,59.08641,33.422203,44.290154,99.39456,26.327675,17.930748,72.758,0.0,0.0,37.034065,66.20161,85.58916,63.539967,0.0,17.854048,58.85633,44.036175,0.0,95.72305,47.01902,30.305183,33.18994,85.41322,0.0,39.783466,0.0,56.17078,7.5500717,37.969784,91.305664,30.194149,69.14975,57.49213,66.12029,67.34507,53.004066,34.98216,140.90688,26.085232,27.131039,9.609977
001917.jpg,0.0,66.139206,28.902006,31.995358,27.994606,32.84805,33.767834,0.0,47.84766,35.057632,42.805195,41.3601,40.47582,48.285763,44.415195,50.2473,44.749176,55.531834,72.90126,28.666828,12.016554,54.80865,10.970913,24.087408,25.159409,21.260227,48.350628,71.53665,0.0,31.243776,0.0,0.0,45.066723,50.016514,29.664879,58.414757,0.0,39.773724,30.64053,46.855415,0.0,41.895916,31.781378,28.64029,26.307827,59.01881,0.0,24.888296,0.0,16.017267,42.540264,21.079102,44.840633,22.538578,54.363075,45.035,42.03321,52.206757,33.2011,44.68743,89.609825,41.424984,26.820282,14.204208
001929.jpg,0.0,48.289215,33.856712,141.73222,38.51516,97.54094,30.713964,0.0,54.024773,39.319637,21.908628,122.74231,27.269896,43.523884,44.684044,76.15211,61.356083,63.926094,107.56614,56.651222,0.0,155.25441,87.32529,96.79083,22.05126,45.771046,56.36301,40.21385,43.01633,48.88421,0.0,0.0,64.28123,22.570236,56.300426,64.69745,0.0,29.717775,31.240582,43.062885,0.0,49.4122,44.539173,35.18643,20.26175,120.634766,0.0,57.16915,0.0,57.923634,23.815014,65.494644,120.18085,21.482317,51.68917,52.67606,29.812792,63.088287,56.56917,56.260895,78.78357,12.436995,44.18603,26.459818
002004.jpg,0.0,52.20831,12.018451,23.253422,59.468422,36.644173,9.228863,0.0,72.63676,20.21979,26.584272,68.22946,25.16316,70.892494,47.279892,19.7421,9.109892,47.6322,88.09094,17.586874,5.604886,79.343,47.408516,19.8276,49.44089,53.97202,10.067411,78.6234,2.9083507,62.120155,0.0,0.0,28.089409,69.3747,9.722904,70.67074,0.0,63.06941,14.853105,27.318583,0.0,10.4024,60.364094,25.078064,41.41726,71.29431,0.0,19.738523,0.0,40.726345,78.89002,52.420055,31.918709,27.053543,63.584282,76.033134,51.150543,38.792244,64.309,48.03372,60.31247,29.481071,58.47056,30.879501
002058.jpg,7.9204335,34.7529,18.878212,65.25475,48.02632,41.059387,40.896812,0.0,52.969154,22.897573,53.739178,32.937084,9.612375,33.24982,24.7177,25.022152,31.477055,76.97017,53.62309,37.42344,14.773806,52.5161,15.04281,43.664337,35.411896,45.371017,58.00054,30.56813,6.6632576,46.416893,0.0,0.0,24.840319,29.914898,38.273308,30.580015,0.0,31.237923,21.562805,24.1301,0.0,25.329885,43.004345,55.20556,28.919445,52.85383,0.0,26.320782,0.0,48.653206,53.93669,41.1818,69.02426,34.188095,21.886238,35.127388,11.659858,20.998363,7.15862,35.557472,35.947742,29.133572,33.659676,40.369045
002134.jpg,0.0,55.535576,94.22358,18.806067,107.111404,57.651745,66.18864,0.0,80.404465,87.60014,89.604546,67.92747,15.057134,64.41641,60.110603,102.73133,124.17327,134.90744,48.51938,52.731667,13.721142,0.0,122.830444,72.30502,90.64022,60.006004,130.68384,123.87866,199.5959,95.49967,0.0,0.0,56.542244,221.47102,46.67157,64.368614,0.0,25.123755,41.646603,128.2393,0.0,59.671474,51.272785,41.516937,61.64028,42.04049,0.0,68.04971,0.0,45.068417,81.63251,77.37215,53.491913,114.84361,35.35122,63.047867,41.205048,29.102425,60.50133,67.094505,78.57416,87.589066,29.10514,72.743126
002198.jpg,0.0,25.295458,50.923866,144.51135,49.602272,71.63469,76.664,0.0,67.285065,69.7671,34.462894,91.328224,79.96006,46.133526,42.103928,38.82372,3.2106037,82.103676,88.15374,39.81014,14.216581,173.60617,85.62547,93.28523,6.2116647,42.182293,93.267105,42.676495,43.023907,33.492157,0.0,0.0,67.81329,44.28349,45.668957,0.0,0.0,45.267796,55.52701,46.75556,0.0,44.013985,71.496414,45.43037,60.300415,39.90693,0.0,49.335518,0.0,47.279755,77.407486,54.33826,105.660645,130.81877,74.57935,20.054222,60.650726,20.453995,44.297314,46.415806,87.6233,29.596733,76.94455,34.76125
002243.jpg,0.0,35.044228,36.52342,91.41442,49.692345,45.812935,56.39362,0.0,38.72189,34.28843,35.886967,67.49053,31.956705,23.27133,55.01007,38.33095,57.581387,87.56602,32.870163,36.49157,0.0,72.54543,32.193962,14.319409,55.20906,19.064919,65.626076,94.142105,28.374336,56.16059,0.0,0.0,0.0,12.200284,35.136276,35.200283,0.0,58.928547,28.795002,83.585495,0.0,38.206394,21.449266,71.41302,40.2594,52.16953,0.0,58.74865,0.0,48.22152,46.714176,29.87747,14.420041,33.86659,40.18741,41.96268,13.982368,32.536503,20.96726,16.31301,53.27127,70.68271,8.624451,34.65982
002359.jpg,0.0,78.4277,24.061611,39.245552,24.23259,55.1633,67.947845,0.0,26.584087,48.59264,58.64748,64.123024,13.869291,18.473606,77.92859,51.169525,67.243195,64.358986,81.51503,33.40391,0.0,69.45739,36.661797,15.91554,33.23984,16.016132,84.13232,49.836624,32.843803,43.476593,0.0,0.0,47.424046,80.39352,70.69381,35.708622,0.0,30.215906,53.982773,18.150448,0.0,24.74798,80.32118,74.7656,53.267056,72.73513,0.0,45.170094,0.0,33.273933,90.80385,34.620995,70.968925,62.35723,18.331898,32.82123,27.110909,51.01935,61.601364,8.357705,78.6097,23.933357,8.563487,29.837296
002422.jpg,0.0,96.04155,21.179796,183.41692,112.25779,58.681927,80.47276,0.0,47.183754,42.84709,87.44995,89.69592,54.02828,46.074642,69.04006,86.59116,42.56468,91.341,74.83674,61.97166,5.9411006,236.77348,19.39513,87.18802,47.197685,62.686626,62.03784,48.02811,48.60154,34.362373,0.0,0.0,105.258965,43.584152,70.549774,41.388435,0.0,19.319603,20.498217,0.00397298,0.0,71.733665,63.149178,38.685837,20.431147,109.77084,0.0,11.777854,0.0,81.01896,78.24983,82.65181,85.27146,127.211105,88.117744,42.90913,56.951485,38.81838,23.709002,63.17313,91.27925,20.046219,59.17385,28.999054
002454.jpg,0.0,14.190883,17.699423,92.02772,64.94108,59.95929,58.786697,0.0,36.84176,41.684196,54.35864,52.840538,29.189829,37.265175,23.863247,110.573586,24.388906,7.8966417,13.683015,39.87929,21.83927,37.918148,52.559227,55.91607,11.69673,66.73634,50.181015,74.55556,84.51355,44.533566,0.0,0.0,38.68719,68.95715,16.240122,33.02575,0.0,16.712908,24.793283,35.163734,0.0,36.398983,36.215843,15.41319,44.796898,34.81204,0.0,50.028904,0.0,57.01659,56.83571,54.976265,39.07144,73.45195,43.833794,26.478567,53.693886,19.739584,13.334214,12.017167,49.956253,34.250767,50.874508,34.84621
002482.jpg,0.0,35.09814,40.133484,91.84976,71.40637,0.0,84.294716,0.0,24.390442,21.999668,60.434494,18.266346,36.604263,65.0486,68.833115,46.44903,23.581758,62.66739,32.371616,36.48713,28.247381,46.036922,4.9975705,64.13056,30.308361,49.45828,41.298244,125.881546,37.140415,56.541862,0.0,0.0,38.817284,30.64998,37.997955,83.16291,0.0,56.533615,54.973007,49.363487,0.0,63.681843,40.44757,28.373442,38.669865,50.570755,0.0,20.830845,0.0,58.92597,44.581547,39.734524,5.8863153,58.222332,39.415733,39.685352,62.568535,47.355278,55.049133,37.87541,40.255775,27.582523,9.15582,16.470215
002545.jpg,0.0,27.933046,21.749836,31.876472,108.00197,43.01702,37.654568,0.0,36.233994,61.741554,52.166664,52.871677,18.512966,29.707521,34.45592,65.71286,57.910965,38.557426,15.669688,36.305553,8.90815,20.663647,54.82799,55.09755,25.86503,37.834316,52.81122,54.682854,69.937675,44.722237,0.0,0.0,35.67251,54.886833,26.354351,2.0201252,0.0,21.273203,12.451627,65.0663,0.0,40.69799,15.437491,48.41711,8.344333,44.596264,0.0,45.62314,0.0,44.17779,33.807087,32.76145,58.135086,57.05337,37.168484,37.45803,43.376007,51.14758,35.651196,23.79784,54.97685,32.66453,38.47419,33.081852
002574.jpg,0.0,46.226795,17.763514,57.650436,88.241615,82.3568,42.89003,0.0,69.81092,32.137238,57.518795,55.957363,21.42271,42.69174,33.23311,36.296852,23.693897,63.849678,23.165419,12.539692,14.868362,27.972944,26.016146,28.71034,29.34083,47.874012,75.86351,69.56432,52.42778,70.8269,0.0,0.0,34.0026,11.7022915,42.95476,84.826004,0.0,25.861387,65.97727,24.018473,0.0,37.960285,60.281628,39.304436,24.566828,56.29195,0.0,22.102125,0.0,63.36654,71.74634,43.0969,17.655567,53.092167,37.48731,48.219227,4.7118464,56.344868,25.602463,33.475883,50.103306,18.970951,42.955303,23.321596
002673.jpg,0.0,75.07644,37.42495,163.834,55.19036,80.05152,127.08413,0.0,66.90452,60.6818,25.110353,102.217445,33.559856,39.88641,88.33743,35.263615,43.71748,105.2813,131.0418,52.893322,0.0,197.10512,99.17506,49.184822,22.860544,108.01308,50.333336,45.117508,30.965027,32.311592,0.0,0.0,50.660625,59.188305,87.35975,88.91797,0.0,38.00397,36.16267,22.77952,0.0,34.924213,33.040077,50.465855,90.564064,52.113827,0.0,44.740795,0.0,59.254665,30.201338,36.86708,120.62183,29.437557,57.572655,49.115295,26.04801,54.41298,61.00527,49.686172,33.048317,24.942513,37.333546,3.9846368
002679.jpg,0.0,58.99198,33.29585,126.98653,8.470762,62.769596,124.39457,0.0,94.50177,52.74076,72.81874,78.542625,21.416594,58.642918,82.043655,26.382092,46.63065,140.58778,132.42209,51.89391,0.0049095154,105.05453,37.51074,95.53822,19.282942,80.83612,62.207523,74.407585,0.0,40.31566,0.0,0.0,58.37846,65.86377,49.64421,71.52441,0.0,34.36242,58.530827,20.472807,0.0,38.777184,41.23429,47.681217,63.44787,98.469055,0.0,18.289263,0.0,55.24598,61.359028,80.94837,119.431496,33.277668,26.970901,47.872013,59.278305,61.16073,57.688793,48.553524,83.9333,45.747597,47.755592,21.86652
002695.jpg,0.0,16.279608,20.826473,137.63522,41.192635,77.51324,61.844215,0.0,84.17113,43.57252,60.614338,65.48682,14.891926,72.12363,45.587215,19.616241,20.684267,97.35796,58.31255,11.994656,1.9558024,113.53923,67.67973,61.502834,22.09157,26.058865,39.609715,46.335052,38.92847,55.456844,0.0,0.0,44.753,68.56328,26.036633,55.752575,0.0,31.17142,36.057114,25.274199,0.0,43.525787,22.080578,75.2068,27.6467,72.551025,0.0,15.55994,0.0,21.890182,43.67002,39.834946,89.27676,51.21394,43.896862,45.39368,14.246981,11.883624,49.142994,26.159391,62.846386,56.17475,40.53199,39.595345
002740.jpg,5.619399,46.488564,9.740137,39.80819,75.615364,96.12443,70.889694,0.0,58.231506,14.868857,54.688038,137.77269,13.289769,50.50828,7.5166736,54.110844,50.65155,81.25793,161.24826,43.194572,6.1776805,98.48468,25.743494,74.87481,36.597485,75.95359,74.04924,51.007603,17.219154,57.699387,0.0,0.0,4.3494253,60.953762,37.597202,40.1005,0.0,17.076483,25.316385,31.721933,0.0,30.777243,60.387367,37.01433,75.124725,75.87154,0.0,42.699688,0.0,26.513258,102.790146,26.77624,123.11704,39.190487,40.979164,50.405766,28.135036,30.78847,25.145985,72.47409,75.85493,45.130943,79.01406,14.892454
002748.jpg,0.0,24.839277,40.78415,135.04688,97.28287,117.395515,2.1286423,0.0,66.69927,67.08732,62.880898,107.450264,86.73572,26.17354,45.37332,93.96648,55.619926,58.33216,100.975815,86.01509,31.005358,105.50651,56.4202,99.2055,37.124466,61.118965,32.602695,20.860136,174.0028,0.29629576,0.0,0.0,84.68482,52.461704,98.11751,68.822784,0.0,26.480665,58.51444,72.61213,0.0,77.63853,44.32731,61.84468,19.457186,67.12624,0.0,66.700584,0.0,88.83555,28.056473,22.530886,64.10668,33.660755,6.889096,5.150813,46.73324,30.861723,36.016464,38.19352,95.24722,43.191982,75.04566,84.68408
002755.jpg,0.0,30.193102,36.741573,133.28636,34.826874,101.25159,18.408052,0.0,83.91451,47.726265,32.752834,82.84605,21.772484,30.385418,23.780985,64.01494,50.354645,93.93748,71.72611,45.835457,10.338291,116.8495,70.33454,81.35166,15.963484,52.477127,46.686573,40.8419,10.877746,56.893337,0.0,0.0,64.689125,41.976135,42.31393,33.79623,0.0,48.85031,33.474453,44.65523,0.0,37.749546,21.870218,26.094423,15.378761,120.803055,0.0,25.455843,0.0,30.846176,37.708336,68.54594,62.035168,46.012188,54.266186,48.799355,16.481508,58.66101,46.623512,24.307426,76.97165,20.842312,35.196766,30.445663
